Overload2,9933,FT,wgoodwi1,12,0,12,0
Overload1,5233,FT,ycusido,12,0,0,0
Inload,5264,FT,ycusido,12,12,0,0
Overload1,9992,FT,yespinal,12,0,0,0
Inload,4343,FT,yespinal,12,12,0,0
Overload1,5914,FT,ylujan,12,0,12,0
Overload2,5920,FT,ylujan,12,0,12,0
Overload1,5517,FT,ypomares,12,0,12,0
Overload2,5611,FT,ypomares,12,0,12,0
Inload,2238,FT,ysong,18,18,0,0
Overload1,9876,FT,ysong,18,0,0,0
Inload,10023,FT,yviera,12,12,0,0
Overload1,10030,FT,yviera,12,0,12,0
Inload,8133,FT,ywebb,12,12,0,0
Overload1,9931,FT,ywebb,12,0,0,0
Overload1,9857,FT,zkalam,12,0,0,0
Inload,2524,FT,zkalam,12,12,0,0
Overload2,2563,FT,zkalam,12,0,0,0
Inload,5262,FT,dholnes,12,12,0,0
Inload,4305,FT,gsargys,12,12,0,0
Inload,5460,FT,jwhite4,12,12,0,0
Overload1,9896,FT,jwhite4,12,0,0,0
Overload2,6258,FT,jwhite4,12,0,0,0
Overload1,6983,FT,mdwyer,12,0,12,0
Overload2,10099,FT,mdwyer,12,0,12,0
Overload1,9853,FT,pcorpas,12,0,12,0
Inload,2535,FT,pcorpas,12,12,0,0
Overload2,2518,FT,pcorpas,12,0,12,0
Inload,3146,FT,pleitch,12,12,0,0
Overload1,3157,FT,pleitch,12,0,0,0
Overload2,6254,FT,pleitch,12,0,0,0
Inload,6905,FT,sadhikar,18,18,0,0
Overload1,6192,FT,sadhikar,12,0,0,12
Inload,5456,FT,jguntin,12,12,0,0
Overload1,6916,FT,jguntin,12,0,12,0
Overload2,9720,FT,jguntin,12,0,0,12
Overload1,6911,FT,ocanedor,18,0,0,18
Inload,9882,FT,esalcedo,18,18,0,0
Overload1,8066,FT,esalcedo,18,0,0,0
Overload1,4112,FT,mdelgad2,12,0,12,0
Inload,10118,FT,mdelgad2,20,20,0,0
Overload1,9834,FT,dmanzana,12,0,0,0
Inload,6178,FT,lblanco1,12,12,0,0
Overload1,6179,FT,lblanco1,12,0,12,0
Overload2,6180,FT,lblanco1,12,0,0,12
