CourseID,ReferenceNumber,EnrollEnd,CourseStart,CourseEnd,TermYear,SchoolTerm,TermChoiceID,TuitionIS,GSFIS,TuitionOS,GSFOS,Title,InstructorName,CourseAvailability,FormatChoiceID,CourseType,DeliveryID,VisitRequired,TechRequirements,OtherConsiderations,SynchronousMeetingsRequired,ScheduleNotes,RegistrationStatus
264,6598,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Jasmine Diaz,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
280,5918,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,Ent. Leadership,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
280,5919,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,389.67,45,1607.91,45,Ent. Leadership,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
281,5916,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,Intro. Lean Start-Up,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
281,5917,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,389.67,45,1607.91,45,Intro. Lean Start-Up,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
282,5920,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,Creativity Inno,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
282,5921,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,Creativity Inno,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
287,4654,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,Human Resources Mgt,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
287,6479,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,Human Resources Mgt,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
287,6480,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,389.67,45,1607.91,45,Human Resources Mgt,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
288,4657,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,Hum Relations In Bus,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
288,6538,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,Hum Relations In Bus,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
288,6539,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,389.67,45,1607.91,45,Hum Relations In Bus,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
